home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
Chapecoense AF,SC do Recife,0,1,6 de dezembro de 2021 21:00,Arena Condá,1.658,Paulo Cesar Zanovelli da Silva,"[{""player"": ""Mike dos Santos Nenatarvicius"", ""minute"": ""7'""}, {""player"": ""Ren\u00ea dos Santos J\u00fanior"", ""minute"": ""7'""}, {""player"": ""Mois\u00e9s Ribeiro Santos"", ""minute"": ""57'""}]","[{""player"": ""Geuv\u00e2nio Santos Silva"", ""minute"": ""9'""}]",[],"[{""player"": ""Jos\u00e9 Welison da Silva"", ""minute"": ""23'""}, {""player"": ""Marcos Ant\u00f4nio Almeida Silva"", ""minute"": ""45+3'""}, {""player"": ""Jos\u00e9 Sabino Chagas Monteiro"", ""minute"": ""56'""}, {""player"": ""Rafael Thyere de Albuquerque Marques"", ""minute"": ""86'""}]",[],"[{""player"": ""Luciano Batista da Silva J\u00fanior"", ""minute"": ""88'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e662fq29tt9egianqvf4a7cpg
SC Internacional,Atlético Goianiense,1,2,6 de dezembro de 2021 20:00,Beira-Rio,19.265,Flavio Rodrigues De Souza,"[{""player"": ""Carlos Alonso Enrique Palacios N\u00fa\u00f1ez"", ""minute"": ""70'""}, {""player"": ""Taison Barcellos Freda"", ""minute"": ""88'""}, {""player"": ""Rodrigo Dourado Cunha"", ""minute"": ""90+3'""}]",[],"[{""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""33'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Rickson Barbosa S\u00e1 da Concei\u00e7\u00e3o"", ""minute"": ""55'""}, {""player"": ""Igor Aquino da Silva"", ""minute"": ""89'""}]",[],"[{""player"": ""Gabriel Baralhas dos Santos"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Janderson Santos de Souza"", ""minute"": ""45+2'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e5uy4f34ovfbyfmp64e71xes4
CR Flamengo,Santos FC Sao Paulo,0,1,6 de dezembro de 2021 20:00,Estádio Jornalista Mário Filho (Maracanã),41.390,Anderson Daronco,"[{""player"": ""Pedro Guilherme Abreu dos Santos"", ""minute"": ""31'""}, {""player"": ""Matheus Fran\u00e7a Silva"", ""minute"": ""36'""}, {""player"": ""Rodinei Marcelo de Almeida"", ""minute"": ""72'""}]",[],[],"[{""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""60'""}, {""player"": ""Kaiky Fernandes Melo"", ""minute"": ""65'""}, {""player"": ""Raniel Santana de Vasconcelos"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Marcos Leonardo Santos Almeida"", ""minute"": ""57'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e5jnnof1iq265yqmuprr51yj8
Cuiabá EC,Fortaleza EC,1,0,6 de dezembro de 2021 20:00,Arena Pantanal,15.923,Heber Roberto Lopes,"[{""player"": ""Paulo Marcos de Jesus Ribeiro"", ""minute"": ""34'""}]",[],"[{""player"": ""Elton Rodrigues Brand\u00e3o"", ""minute"": ""9'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""undefined"", ""minute"": ""26'""}, {""player"": ""Marcelo da Concei\u00e7\u00e3o Benevenuto Malaquias"", ""minute"": ""35'""}, {""player"": ""Matheus Isa\u00edas dos Santos"", ""minute"": ""44'""}, {""player"": ""Ronald dos Santos Lopes"", ""minute"": ""90+1'""}]",[],[],[],"[{""player"": ""undefined"", ""minute"": ""49'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e690ghbk7n67z3livyxgma0b8
São Paulo FC,EC Juventude,3,1,6 de dezembro de 2021 19:00,Morumbi,40.442,Braulio da Silva Machado,"[{""player"": ""Luciano da Rocha Neves"", ""minute"": ""1'""}, {""player"": ""Robert Abel Arboleda Escobar"", ""minute"": ""30'""}, {""player"": ""Igor Matheus Liziero Pereira"", ""minute"": ""61'""}, {""player"": ""Igor Silveira Gomes"", ""minute"": ""78'""}, {""player"": ""Leonardo Pinheiro da Concei\u00e7\u00e3o"", ""minute"": ""89'""}]",[],"[{""player"": ""Luciano da Rocha Neves"", ""minute"": ""5'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jonathan Calleri"", ""minute"": ""43'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Luciano da Rocha Neves"", ""minute"": ""67'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Rafael Forster"", ""minute"": ""27'""}, {""player"": ""William Matheus da Silva"", ""minute"": ""41'""}, {""player"": ""Jo\u00e3o Victor da Vit\u00f3ria Fernandes"", ""minute"": ""90'""}]",[],"[{""player"": ""Marcos Vinicios Lopes Moura"", ""minute"": ""63'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e5pdc6rnnqak777yes5cgxb10
Club Athletico Paranaense,SE Palmeiras,0,0,6 de dezembro de 2021 19:00,Arena da Baixada,19.308,Wagner do Nascimento Magalhaes,"[{""player"": ""Fernando Canesin Matos"", ""minute"": ""75'""}]",[],[],"[{""player"": ""Matheus Fernandes Siqueira"", ""minute"": ""45+3'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e63di1doukjwpm2h84jkh8jkk
Ceará SC,América FC (Minas Gerais),0,0,5 de dezembro de 2021 19:00,Castelão,51.123,Raphael Claus,[],[],[],"[{""player"": ""Marlon Matheus Lopes do Nascimento"", ""minute"": ""84'""}, {""player"": ""Lucas Kal Schenfeld Prigioli"", ""minute"": ""90+5'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e5xxd5bynt5v071au4d3gtgr8
SC Corinthians Paulista,Grêmio FB Porto Alegrense,1,1,5 de dezembro de 2021 16:00,Neo Química Arena,44.187,Bruno Arleu de Araújo,"[{""player"": ""R\u00f3ger Krug Guedes"", ""minute"": ""45+1'""}]",[],"[{""player"": ""Renato Soares de Oliveira Augusto"", ""minute"": ""86'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Walter Kannemann"", ""minute"": ""11'""}, {""player"": ""M\u00e1rcio Rafael Ferreira de Souza"", ""minute"": ""15'""}, {""player"": ""Pedro Tonon Geromel"", ""minute"": ""45+1'""}]",[],"[{""player"": ""Diego de Souza Andrade"", ""minute"": ""39'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e5mocujzqbcb3m9io14mqqg44
EC Bahia,Fluminense FC,2,0,5 de dezembro de 2021 16:00,Arena Fonte Nova,26.701,Luiz Flávio de Oliveira,"[{""player"": ""Gilberto Oliveira Souza J\u00fanior"", ""minute"": ""73'""}, {""player"": ""Luis Ant\u00f4nio da Rocha J\u00fanior"", ""minute"": ""86'""}]","[{""player"": ""Rosicley Pereira da Silva"", ""minute"": ""66'""}]","[{""player"": ""Gilberto Oliveira Souza J\u00fanior"", ""minute"": ""39'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Gilberto Oliveira Souza J\u00fanior"", ""minute"": ""45+2'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Luccas Claro dos Santos"", ""minute"": ""37'""}, {""player"": ""Wellington Aparecido Martins"", ""minute"": ""62'""}, {""player"": ""Yago Felipe da Costa Rocha"", ""minute"": ""70'""}, {""player"": ""Frederico Chaves Guedes"", ""minute"": ""72'""}, {""player"": ""Ra\u00fal Marcelo Bobadilla"", ""minute"": ""90+2'""}]","[{""player"": ""Manoel Messias Silva Carvalho"", ""minute"": ""66'""}]",[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e60u36ll2jg2x3k48t8m4r9qs
Clube Atlético Mineiro,Red Bull Bragantino,4,3,5 de dezembro de 2021 16:00,Mineirão,61.573,Rodolpho Toski Marques,"[{""player"": ""Givanildo Vieira de Souza"", ""minute"": ""90'""}]",[],"[{""player"": ""Marcos da Silva Fran\u00e7a"", ""minute"": ""20'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Federico Mat\u00edas Zaracho"", ""minute"": ""52'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jefferson David Savarino Quintero"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Givanildo Vieira de Souza"", ""minute"": ""88'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""H\u00e9lio J\u00fanio Nunes de Castro"", ""minute"": ""23'""}, {""player"": ""Artur Victor Guimar\u00e3es"", ""minute"": ""44'""}]",[],"[{""player"": ""Ytalo Jos\u00e9 Oliveira dos Santos"", ""minute"": ""39'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Artur Victor Guimar\u00e3es"", ""minute"": ""47'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Artur Victor Guimar\u00e3es"", ""minute"": ""90+10'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e5s2gel127j642svjuos20t90
Fortaleza EC,EC Juventude,1,0,3 de dezembro de 2021 21:00,Castelão,45.398,Bruno Arleu de Araújo,"[{""player"": ""Robson dos Santos Fernandes"", ""minute"": ""45'""}, {""player"": ""Lucas de Figueiredo Crispim"", ""minute"": ""50'""}]",[],"[{""player"": ""Valent\u00edn Depietri"", ""minute"": ""82'"", ""cont"": 0, ""penal"": 0}]",[],[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e55ojg27al6ojiukt04ft2cr8
SC do Recife,CR Flamengo,1,1,3 de dezembro de 2021 20:00,Itaipava Arena Pernambuco,10.523,Leandro Pedro Vuaden,"[{""player"": ""Anderson Hernanes de Carvalho Andrade"", ""minute"": ""59'""}, {""player"": ""Paulo Roberto Moccelin"", ""minute"": ""68'""}]",[],"[{""player"": ""Gustavo Silva de Oliveira"", ""minute"": ""51'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Ren\u00ea Rodrigues Martins"", ""minute"": ""11'""}, {""player"": ""Pedro Guilherme Abreu dos Santos"", ""minute"": ""86'""}, {""player"": ""Bruno Viana Willemen da Silva"", ""minute"": ""90+5'""}]",[],"[{""player"": ""Michael Richard Delgado de Oliveira"", ""minute"": ""40'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e4ei3tys0iuzq24vkg6816ivo
Chapecoense AF,Atlético Goianiense,0,1,3 de dezembro de 2021 20:00,Arena Condá,1.134,Caio Max Augusto Vieira,"[{""player"": ""Henrique Almeida Caixeta Nascentes"", ""minute"": ""21'""}, {""player"": ""Ign\u00e1cio da Silva Oliveira"", ""minute"": ""87'""}]",[],[],"[{""player"": ""Marlon Rodrigues de Freitas"", ""minute"": ""21'""}, {""player"": ""Arthur Henrique Peixoto Santos"", ""minute"": ""40'""}, {""player"": ""\u00c9der Ferreira Graminho"", ""minute"": ""47'""}]",[],"[{""player"": ""Arthur Henrique Peixoto Santos"", ""minute"": ""88'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e5e3jrrm2bqdsbidaseqrzhg4
Club Athletico Paranaense,Cuiabá EC,1,0,3 de dezembro de 2021 19:00,Arena da Baixada,18.795,Braulio da Silva Machado,"[{""player"": ""Nicol\u00e1s Hern\u00e1ndez Rodr\u00edguez"", ""minute"": ""38'""}, {""player"": ""Fernando Canesin Matos"", ""minute"": ""80'""}, {""player"": ""Miguel David Terans P\u00e9rez"", ""minute"": ""81'""}, {""player"": ""Jos\u00e9 Ivaldo Almeida Silva"", ""minute"": ""84'""}]",[],"[{""player"": ""Pedro Rocha Neves"", ""minute"": ""58'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Walter Leandro Capeloza Artune"", ""minute"": ""45+1'""}, {""player"": ""Marllon Gon\u00e7alves Jer\u00f4nimo Borges"", ""minute"": ""45+4'""}, {""player"": ""Jo\u00e3o Lucas de Almeida Carvalho"", ""minute"": ""64'""}, {""player"": ""Rafael Gustavo Meneghel Gava"", ""minute"": ""65'""}, {""player"": ""Clayson Henrique da Silva Vieira"", ""minute"": ""84'""}, {""player"": ""Elton Rodrigues Brand\u00e3o"", ""minute"": ""90+5'""}]",[],[],[],"[{""player"": ""Clayson Henrique da Silva Vieira"", ""minute"": ""90+5'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e4hixm3rzxal6tz1hi4gxb9jo
Grêmio FB Porto Alegrense,São Paulo FC,3,0,2 de dezembro de 2021 20:00,Arena do Grêmio,9.312,Sávio Pereira Sampaio,"[{""player"": ""Douglas Costa de Souza"", ""minute"": ""74'""}, {""player"": ""Gabriel Hamester Grando"", ""minute"": ""84'""}, {""player"": ""Miguel \u00c1ngel Borja Hern\u00e1ndez"", ""minute"": ""90+3'""}]",[],"[{""player"": ""Thiago dos Santos"", ""minute"": ""23'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Diogo Barbosa Mendanha"", ""minute"": ""68'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Jhonata Robert Alves da Silva"", ""minute"": ""90+4'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Emiliano Ariel Rigoni"", ""minute"": ""60'""}, {""player"": ""Jo\u00e3o Miranda de Souza Filho"", ""minute"": ""90+1'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e48wfacvey1r58ah3xdqqov84
EC Bahia,Clube Atlético Mineiro,2,3,2 de dezembro de 2021 18:00,Arena Fonte Nova,29.415,Flavio Rodrigues De Souza,"[{""player"": ""Lucas Andr\u00e9s Mugni"", ""minute"": ""34'""}, {""player"": ""Daniel Sampaio Sim\u00f5es"", ""minute"": ""89'""}]",[],"[{""player"": ""Luiz Ot\u00e1vio da Silva Santos"", ""minute"": ""62'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Gilberto Oliveira Souza J\u00fanior"", ""minute"": ""66'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Guilherme Antonio Arana Lopes"", ""minute"": ""45'""}, {""player"": ""Eduardo Colcenti Antunes"", ""minute"": ""80'""}, {""player"": ""Nathan Allan de Souza"", ""minute"": ""87'""}]",[],"[{""player"": ""Givanildo Vieira de Souza"", ""minute"": ""73'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Marcos da Silva Fran\u00e7a"", ""minute"": ""74'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Marcos da Silva Fran\u00e7a"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2021/cmto2xdcdarka1b708ac99jx0/match/view/e1xu2dijntfpfpbgii7ynkhsk
